,Segm,Voltage,WT
251,12,2.9044899940490723,10.0
252,12,2.895930051803589,10.0
253,12,2.9072299003601074,10.0
254,12,2.8854000568389893,10.0
255,12,2.94707989692688,10.0
256,12,2.9233100414276123,10.0
257,12,2.9302399158477783,10.0
258,12,2.9743099212646484,10.0
259,12,2.981369972229004,10.0
260,12,3.004240036010742,10.0
261,12,2.9634599685668945,10.0
262,12,3.0111401081085205,10.0
263,12,2.9621200561523438,10.0
264,12,3.02239990234375,10.0
265,12,2.9966399669647217,10.0
266,12,3.0070900917053223,10.0
267,12,3.051569938659668,10.0
268,12,3.034290075302124,10.0
269,12,3.033220052719116,10.0
270,12,2.9967899322509766,10.0
271,12,3.01747989654541,10.0
272,12,2.9909400939941406,10.0
273,12,3.0347800254821777,10.0
274,12,2.979300022125244,10.0
275,16,2.993230104446411,10.0
276,16,2.972100019454956,10.0
277,16,2.9701600074768066,10.0
278,16,2.9732398986816406,10.0
279,16,2.9949700832366943,10.0
280,16,2.9783999919891357,10.0
281,16,2.9997599124908447,10.0
282,16,2.9984700679779053,10.0
283,16,2.9677000045776367,10.0
284,16,2.9821200370788574,10.0
285,16,2.9576001167297363,10.0
286,16,2.9584600925445557,10.0
287,16,2.9860799312591553,10.0
288,16,2.936889886856079,10.0
289,16,2.9312500953674316,10.0
290,16,2.9539899826049805,10.0
291,16,2.924760103225708,10.0
292,16,2.907409906387329,10.0
293,16,2.9147300720214844,10.0
294,16,2.8994100093841553,10.0
295,16,2.8945798873901367,10.0
296,16,2.8880600929260254,10.0
297,16,2.8923499584198,10.0
298,16,2.886660099029541,10.0
299,17,2.886820077896118,10.0
300,17,2.8702099323272705,10.0
301,1,2.0597400665283203,10.0
302,1,2.0389199256896973,10.0
303,1,1.8799999952316284,10.0
304,1,1.883239984512329,10.0
305,1,1.8095200061798096,10.0
306,1,1.74235999584198,10.0
307,1,1.9864399433135986,10.0
308,1,1.7942899465560913,10.0
309,1,1.8645000457763672,10.0
310,6,1.907770037651062,10.0
311,6,2.0185699462890625,10.0
312,6,2.0770299434661865,10.0
313,6,1.906790018081665,10.0
314,6,2.1658899784088135,10.0
315,6,2.2080700397491455,10.0
316,6,2.1185500621795654,10.0
317,6,1.945680022239685,10.0
318,17,2.842170000076294,10.0
319,17,2.842869997024536,10.0
320,17,2.868730068206787,10.0
321,17,2.8275399208068848,10.0
322,17,2.8677799701690674,10.0
323,17,2.795490026473999,10.0
324,17,2.790260076522827,10.0
325,1,1.523210048675537,10.0
326,6,1.7259700298309326,10.0
327,6,1.56358003616333,10.0
328,6,1.3310699462890625,10.0
329,1,1.710919976234436,10.0
330,1,1.3349800109863281,10.0
331,1,1.5687700510025024,10.0
332,6,1.3367600440979004,10.0
333,6,1.0420000553131104,10.0
334,6,1.2297899723052979,10.0
335,6,1.3994200229644775,10.0
336,6,1.239590048789978,10.0
337,6,1.6933799982070923,10.0
338,6,1.4601399898529053,10.0
339,17,2.796689987182617,10.0
340,17,2.744379997253418,10.0
341,17,2.7444000244140625,10.0
342,17,2.7701499462127686,10.0
343,17,2.6694300174713135,10.0
344,17,2.6461598873138428,10.0
345,1,1.3682899475097656,10.0
346,1,1.1494899988174438,10.0
347,1,1.1502599716186523,10.0
348,1,1.322849988937378,10.0
349,1,1.5527199506759644,10.0
350,6,1.026710033416748,10.0
351,6,1.2289999723434448,10.0
352,6,0.9653419852256775,10.0
353,6,1.3523900508880615,10.0
354,6,1.498289942741394,10.0
355,17,2.6190900802612305,10.0
356,17,2.73157000541687,10.0
357,17,2.5510900020599365,10.0
358,17,2.538949966430664,10.0
359,17,2.6175200939178467,10.0
360,17,2.684619903564453,10.0
361,17,2.522289991378784,10.0
362,17,2.4228100776672363,10.0
363,17,2.419409990310669,10.0
364,1,0.9345470070838928,10.0
365,1,0.9765220284461975,10.0
366,1,1.1627800464630127,10.0
367,6,0.7565190196037292,10.0
368,6,0.7379189729690552,10.0
369,6,1.0795999765396118,10.0
370,17,2.4274299144744873,10.0
371,17,2.530329942703247,10.0
372,17,2.588589906692505,10.0
373,17,2.4916000366210938,10.0
374,1,1.0031800270080566,10.0
375,6,0.8445929884910583,10.0
376,1,1.1716599464416504,10.0
377,1,1.3876899480819702,10.0
378,6,1.0914599895477295,10.0
379,6,1.365820050239563,10.0
380,6,2.360450029373169,10.0
381,6,2.3218600749969482,10.0
382,6,2.4568700790405273,10.0
383,6,2.2895400524139404,10.0
384,6,2.350100040435791,10.0
385,6,2.2799301147460938,10.0
386,6,1.2843899726867676,10.0
387,6,1.4933799505233765,10.0
388,6,1.3006399869918823,10.0
389,6,1.5003700256347656,10.0
390,6,1.5531200170516968,10.0
391,6,1.746440052986145,10.0
392,6,1.6961300373077393,10.0
393,6,2.4995601177215576,10.0
394,6,2.349250078201294,10.0
395,6,2.428950071334839,10.0
396,6,2.2502601146698,10.0
397,1,2.4745800495147705,10.0
398,12,2.556339979171753,10.0
399,7,2.5019800662994385,10.0
400,1,2.402369976043701,10.0
401,6,2.4532599449157715,10.0
402,1,2.3916399478912354,10.0
403,6,2.5733799934387207,10.0
404,6,2.5261499881744385,10.0
405,6,2.5323400497436523,10.0
406,1,2.3619298934936523,10.0
407,7,2.430999994277954,10.0
408,1,2.4327199459075928,10.0
409,7,2.5246400833129883,10.0
410,1,2.314110040664673,10.0
411,1,2.3372199535369873,10.0
412,7,2.4101200103759766,10.0
413,7,2.530280113220215,10.0
414,12,2.624650001525879,10.0
415,12,2.6542599201202393,10.0
416,12,2.688930034637451,10.0
417,12,2.755199909210205,10.0
418,12,2.5973899364471436,10.0
419,12,2.703279972076416,10.0
420,12,2.798840045928955,10.0
421,6,2.5749399662017822,10.0
422,12,2.7316699028015137,10.0
423,7,2.6184799671173096,10.0
424,7,2.5638599395751953,10.0
425,7,2.5890400409698486,10.0
426,7,2.586899995803833,10.0
427,7,2.625459909439087,10.0
428,12,2.934530019760132,10.0
429,12,2.9157800674438477,10.0
430,12,2.8636300563812256,10.0
431,12,2.8008999824523926,10.0
432,12,2.8032801151275635,10.0
433,12,2.863039970397949,10.0
434,12,2.601670026779175,10.0
435,7,2.6449499130249023,10.0
436,12,2.6760599613189697,10.0
437,7,2.7093799114227295,10.0
438,7,2.8623199462890625,10.0
439,12,2.859060049057007,10.0
440,7,2.801529884338379,10.0
441,7,2.7990400791168213,10.0
442,12,2.8214399814605713,10.0
443,12,2.7625300884246826,10.0
444,7,2.731980085372925,10.0
445,7,2.4781100749969482,10.0
446,7,2.510930061340332,10.0
447,7,2.596329927444458,10.0
448,12,2.932810068130493,10.0
449,12,2.9920499324798584,10.0
450,12,2.9173200130462646,10.0
451,12,2.9022998809814453,10.0
452,12,2.8597700595855713,10.0
453,7,2.8385300636291504,10.0
454,7,2.9059600830078125,10.0
455,7,2.9128599166870117,10.0
456,7,2.794869899749756,10.0
457,7,2.724600076675415,10.0
458,7,2.5393800735473633,10.0
459,7,2.6644599437713623,10.0
460,7,2.6600499153137207,10.0
461,7,2.6334900856018066,10.0
462,12,3.1047399044036865,10.0
463,12,3.031790018081665,10.0
464,12,3.085089921951294,10.0
465,12,3.0001299381256104,10.0
466,12,3.1602001190185547,10.0
467,12,3.069430112838745,10.0
468,12,2.994810104370117,10.0
469,12,2.930419921875,10.0
470,7,2.925570011138916,10.0
471,7,2.953779935836792,10.0
472,12,3.186379909515381,10.0
473,1,2.175410032272339,10.0
474,1,2.236530065536499,10.0
475,1,2.2895801067352295,10.0
476,1,2.291569948196411,10.0
477,1,2.302000045776367,10.0
478,12,3.3507699966430664,10.0
479,12,3.292109966278076,10.0
480,12,3.2293100357055664,10.0
481,12,3.1689999103546143,10.0
482,12,3.38073992729187,10.0
483,12,3.113339900970459,10.0
484,12,3.1847100257873535,10.0
485,12,3.097249984741211,10.0
486,7,2.910370111465454,10.0
487,7,2.955780029296875,10.0
488,7,2.95317006111145,10.0
489,7,2.976979970932007,10.0
490,7,2.968909978866577,10.0
491,1,2.097170114517212,10.0
492,1,2.203629970550537,10.0
493,1,2.026129961013794,10.0
494,1,2.131890058517456,10.0
495,1,1.9670100212097168,10.0
496,12,3.3093299865722656,10.0
497,7,2.9803500175476074,10.0
498,7,2.9954099655151367,10.0
499,7,3.016350030899048,10.0
500,7,3.013430118560791,10.0
501,7,2.901560068130493,10.0
502,7,2.8988900184631348,10.0
503,12,3.158220052719116,10.0
504,12,3.3034799098968506,10.0
505,12,3.288490056991577,10.0
506,12,3.398780107498169,10.0
507,12,3.414289951324463,10.0
508,7,3.0389599800109863,10.0
509,7,3.0450799465179443,10.0
510,12,3.0938498973846436,10.0
511,7,3.003999948501587,10.0
512,7,2.9066200256347656,10.0
513,12,3.1710801124572754,10.0
514,12,3.309159994125366,10.0
515,12,3.371380090713501,10.0
516,12,3.0851199626922607,10.0
517,7,3.0231499671936035,10.0
518,16,2.974479913711548,10.0
519,16,3.0062201023101807,10.0
520,7,2.9106199741363525,10.0
521,12,3.0880300998687744,10.0
522,16,3.1054799556732178,10.0
523,16,3.168410062789917,10.0
524,16,2.9953598976135254,10.0
525,16,3.013050079345703,10.0
526,16,2.9503800868988037,10.0
527,16,2.9033899307250977,10.0
528,16,3.03262996673584,10.0
529,16,3.0715999603271484,10.0
530,16,2.9805099964141846,10.0
531,16,3.0113000869750977,10.0
532,16,3.008650064468384,10.0
533,16,3.1205899715423584,10.0
534,16,2.9151899814605713,10.0
535,16,2.876569986343384,10.0
536,16,3.0141398906707764,10.0
537,16,3.168459892272949,10.0
538,16,3.26213002204895,10.0
539,16,2.951859951019287,10.0
540,16,2.969399929046631,10.0
541,16,2.926650047302246,10.0
542,16,2.8539700508117676,10.0
543,6,1.7786099910736084,10.0
544,6,1.8354899883270264,10.0
545,6,1.598889946937561,10.0
546,6,1.5813299417495728,10.0
547,6,1.9090900421142578,10.0
548,6,1.990149974822998,10.0
549,16,2.956120014190674,10.0
550,16,2.9344398975372314,10.0
551,16,2.981060028076172,10.0
552,16,3.064970016479492,10.0
553,16,2.960860013961792,10.0
554,16,2.9209699630737305,10.0
555,16,2.935889959335327,10.0
556,16,2.931349992752075,10.0
557,16,2.8392999172210693,10.0
558,16,2.8179900646209717,10.0
559,16,2.8964200019836426,10.0
560,16,2.876189947128296,10.0
561,16,2.871109962463379,10.0
562,16,2.95346999168396,10.0
563,16,2.8980300426483154,10.0
564,16,2.912060022354126,10.0
565,16,2.7543299198150635,10.0
566,16,2.825309991836548,10.0
567,16,2.760540008544922,10.0
568,16,2.8215200901031494,10.0
569,16,2.904939889907837,10.0
570,16,2.8850901126861572,10.0
571,16,2.888089895248413,10.0
572,16,2.6778900623321533,10.0
573,17,2.626199960708618,10.0
574,17,2.8024001121520996,10.0
575,6,1.7441799640655518,10.0
576,6,1.8667000532150269,10.0
577,6,1.6839300394058228,10.0
578,6,1.8806099891662598,10.0
579,6,2.0151500701904297,10.0
580,1,1.746880054473877,10.0
581,1,1.6566499471664429,10.0
582,1,1.561900019645691,10.0
583,1,1.6814500093460083,10.0
584,1,1.802049994468689,10.0
585,17,2.8613100051879883,10.0
586,17,2.871380090713501,10.0
587,17,2.595989942550659,10.0
588,17,2.7372100353240967,10.0
589,16,2.8797900676727295,10.0
590,17,2.8710999488830566,10.0
591,17,2.859339952468872,10.0
592,17,2.85125994682312,10.0
593,16,2.8840599060058594,10.0
594,6,1.7235900163650513,10.0
595,6,1.8641799688339233,10.0
596,6,1.8177200555801392,10.0
597,6,1.9654099941253662,10.0
598,1,1.826490044593811,10.0
599,17,2.832979917526245,10.0
600,17,2.6773900985717773,10.0
601,17,2.5463600158691406,10.0
602,6,1.0361599922180176,10.0
603,6,1.3339200019836426,10.0
604,6,1.0231000185012817,10.0
605,6,1.0190199613571167,10.0
606,17,2.831480026245117,10.0
607,6,0.9473109841346741,10.0
608,6,0.8624910116195679,10.0
609,6,2.193850040435791,10.0
610,6,2.342180013656616,10.0
611,6,2.129930019378662,10.0
612,6,2.2518599033355713,10.0
613,17,2.8002400398254395,10.0
614,17,2.5500800609588623,10.0
615,17,2.7881200313568115,10.0
616,6,2.141170024871826,10.0
617,6,2.2075700759887695,10.0
618,6,2.1761701107025146,10.0
619,17,2.495620012283325,10.0
620,17,2.4344799518585205,10.0
621,17,2.7752199172973633,10.0
622,17,2.7557599544525146,10.0
623,6,1.5480999946594238,10.0
624,1,1.4703500270843506,10.0
625,1,1.9180899858474731,10.0
626,1,1.073799967765808,10.0
627,6,0.762237012386322,10.0
628,17,2.3974900245666504,10.0
629,17,2.728800058364868,10.0
630,17,2.6603000164031982,10.0
631,1,0.9504520297050476,10.0
632,6,0.7325789928436279,10.0
633,1,2.1153299808502197,10.0
634,6,1.684399962425232,10.0
635,1,1.6635799407958984,10.0
636,6,2.528179883956909,10.0
637,6,2.497339963912964,10.0
638,6,2.409749984741211,10.0
639,1,2.2620298862457275,10.0
640,7,2.390630006790161,10.0
641,7,2.3554799556732178,10.0
642,7,2.432389974594116,10.0
643,12,2.793070077896118,10.0
644,12,2.7651000022888184,10.0
645,12,2.777470111846924,10.0
646,12,2.7448201179504395,10.0
647,12,3.1229100227355957,10.0
648,12,3.021059989929199,10.0
649,12,2.663789987564087,10.0
650,12,2.7528200149536133,10.0
651,7,2.833479881286621,10.0
652,12,2.993849992752075,10.0
653,12,2.9737799167633057,10.0
654,6,2.3515400886535645,10.0
655,6,2.289750099182129,10.0
656,1,2.1847100257873535,10.0
657,1,2.281369924545288,10.0
658,12,3.011780023574829,10.0
659,12,2.8971500396728516,10.0
660,12,2.8288400173187256,10.0
661,12,3.0893499851226807,10.0
662,7,2.8320600986480713,10.0
663,7,2.642590045928955,10.0
664,7,2.8142099380493164,10.0
665,7,2.7012500762939453,10.0
666,1,2.2286500930786133,10.0
667,7,2.8043699264526367,10.0
668,12,3.4292900562286377,10.0
669,6,2.3613998889923096,10.0
670,6,2.4011800289154053,10.0
671,16,3.2691900730133057,10.0
672,16,3.3434300422668457,10.0
673,16,2.835939884185791,10.0
674,6,2.0537099838256836,10.0
675,6,2.0228800773620605,10.0
676,12,3.018889904022217,10.0
677,12,2.757819890975952,10.0
678,6,1.451050043106079,10.0
679,17,2.8394699096679688,10.0
680,2,1.432669997215271,10.0
681,2,1.5154900550842285,10.0
682,2,1.4866900444030762,10.0
683,2,1.5804699659347534,10.0
684,1,0.6470530033111572,10.0
685,1,0.5357959866523743,10.0
686,17,2.058929920196533,10.0
687,17,1.9663300514221191,10.0
688,2,1.3584500551223755,10.0
689,2,1.5075600147247314,10.0
690,2,1.265820026397705,10.0
691,2,1.4189599752426147,10.0
692,2,1.2549599409103394,10.0
693,2,1.2009899616241455,10.0
694,2,1.3333799839019775,10.0
695,2,1.135040044784546,10.0
696,2,1.2039599418640137,10.0
697,2,1.067620038986206,10.0
698,2,1.1301599740982056,10.0
699,2,1.0341999530792236,10.0
700,2,0.9780330061912537,10.0
701,2,0.9083979725837708,10.0
702,2,0.927573025226593,10.0
703,2,0.7836679816246033,10.0
704,2,0.8149359822273254,10.0
705,2,0.7138270139694214,10.0
706,2,0.6953020095825195,10.0
707,2,0.5868600010871887,10.0
708,1,0.6150370240211487,10.0
709,1,0.5085809826850891,10.0
710,1,0.5149340033531189,10.0
711,1,0.510013997554779,10.0
712,1,0.5383009910583496,10.0
713,1,0.6387940049171448,10.0
714,1,0.49969398975372314,10.0
715,1,0.644897997379303,10.0
716,1,0.7265660166740417,10.0
717,1,0.8274199962615967,10.0
718,1,1.021090030670166,10.0
719,1,0.9618840217590332,10.0
720,1,1.1525499820709229,10.0
721,1,1.3215199708938599,10.0
722,1,1.404379963874817,10.0
723,1,1.5771900415420532,10.0
724,1,1.7672300338745117,10.0
725,1,1.6643400192260742,10.0
726,1,1.9287199974060059,10.0
727,1,1.8133900165557861,10.0
728,1,1.9529099464416504,10.0
729,1,2.0757200717926025,10.0
730,1,1.982319951057434,10.0
731,7,2.110919952392578,10.0
732,7,2.057080030441284,10.0
733,7,2.175420045852661,10.0
734,7,2.2604000568389893,10.0
735,7,2.1570000648498535,10.0
736,7,2.369539976119995,10.0
737,7,2.2470600605010986,10.0
738,7,2.440959930419922,10.0
739,7,2.4421401023864746,10.0
740,7,2.3571999073028564,10.0
741,7,2.465250015258789,10.0
742,7,2.4877099990844727,10.0
743,7,2.5150299072265625,10.0
744,7,2.549489974975586,10.0
745,7,2.4259300231933594,10.0
746,7,2.5265800952911377,10.0
747,13,2.3849499225616455,10.0
748,13,2.457089900970459,10.0
749,13,2.472599983215332,10.0
750,13,2.341439962387085,10.0
751,13,2.4442200660705566,10.0
752,13,2.333709955215454,10.0
753,13,2.266350030899048,10.0
754,13,2.155479907989502,10.0
755,17,2.055840015411377,10.0
756,17,2.0857601165771484,10.0
757,17,1.998289942741394,10.0
758,17,2.0628600120544434,10.0
759,17,1.9933199882507324,10.0
760,17,1.9901700019836426,10.0
761,17,1.9881900548934937,10.0
762,17,2.0485799312591553,10.0
763,17,1.9929800033569336,10.0
764,17,1.9783200025558472,10.0
765,2,1.590459942817688,10.0
766,2,1.6341700553894043,10.0
767,2,1.6185699701309204,10.0
768,2,1.6611000299453735,10.0
769,2,1.5935100317001343,10.0
770,2,1.5944900512695312,10.0
771,2,1.6749000549316406,10.0
772,2,1.5723299980163574,10.0
773,2,1.6855599880218506,10.0
774,2,1.581719994544983,10.0
775,2,1.6725399494171143,10.0
776,2,1.5842700004577637,10.0
777,2,1.6929999589920044,10.0
778,2,1.568750023841858,10.0
779,2,1.686769962310791,10.0
780,2,1.543370008468628,10.0
781,2,1.6493300199508667,10.0
782,2,1.5051599740982056,10.0
783,2,1.6536999940872192,10.0
784,2,1.5645300149917603,10.0
785,2,1.7049200534820557,10.0
786,2,1.4696199893951416,10.0
787,2,1.6449799537658691,10.0
788,2,1.720020055770874,10.0
789,8,1.653149962425232,10.0
790,8,1.6994199752807617,10.0
791,8,1.487220048904419,10.0
792,8,1.6514300107955933,10.0
793,8,1.541409969329834,10.0
794,8,1.6597100496292114,10.0
795,8,1.5096499919891357,10.0
796,8,1.6409800052642822,10.0
797,8,1.4992300271987915,10.0
798,8,1.606909990310669,10.0
799,8,1.4514000415802002,10.0
800,8,1.5745400190353394,10.0
801,8,1.485069990158081,10.0
802,8,1.5569700002670288,10.0
803,8,1.3880399465560913,10.0
804,8,1.5763499736785889,10.0
805,8,1.3443000316619873,10.0
806,8,1.4533400535583496,10.0
807,8,1.562999963760376,10.0
808,8,1.411460041999817,10.0
809,8,1.5541000366210938,10.0
810,8,1.317080020904541,10.0
811,8,1.438889980316162,10.0
812,8,1.5238499641418457,10.0
813,8,1.3907099962234497,10.0
814,8,1.5295599699020386,10.0
815,14,1.4219000339508057,10.0
816,14,1.5118999481201172,10.0
817,14,1.3246400356292725,10.0
818,14,1.5010199546813965,10.0
819,14,1.3771300315856934,10.0
820,14,1.4680999517440796,10.0
821,14,1.3439600467681885,10.0
822,14,1.3625199794769287,10.0
823,14,1.1782100200653076,10.0
824,14,1.3247499465942383,10.0
825,14,1.0197999477386475,10.0
826,14,1.247789978981018,10.0
827,14,1.0285700559616089,10.0
828,14,0.9685199856758118,10.0
829,14,1.0373300313949585,10.0
830,17,0.761792004108429,10.0
831,17,0.9194309711456299,10.0
832,17,0.7324770092964172,10.0
833,17,0.6203650236129761,10.0
834,17,0.6532120108604431,10.0
835,17,0.6695569753646851,10.0
836,17,0.6743850111961365,10.0
837,17,0.8314160108566284,10.0
