,Voltage,WT,Segm
0,0.03492850065231323,31.0,6
1,0.08424679934978485,31.0,6
2,0.029498500749468803,31.0,5
3,0.09952659904956818,31.0,5
4,0.4486910104751587,31.0,1
5,0.4391399919986725,31.0,1
6,0.41635799407958984,31.0,1
7,0.5493180155754089,31.0,1
8,0.5043349862098694,31.0,17
9,1.4342900514602661,31.0,17
10,0.8419470191001892,31.0,17
11,1.141029953956604,31.0,17
12,0.722000002861023,31.0,1
13,0.3683989942073822,31.0,1
14,0.38832300901412964,31.0,1
15,0.3131900131702423,31.0,1
16,0.3113130033016205,31.0,1
17,0.2635889947414398,31.0,1
18,0.18865300714969635,31.0,1
19,0.24692599475383759,31.0,1
20,0.21781399846076965,31.0,1
21,0.35453900694847107,31.0,6
22,0.16168400645256042,31.0,6
23,0.15532100200653076,31.0,6
24,0.11393100023269653,31.0,6
25,0.04883139953017235,31.0,6
26,0.05899979919195175,31.0,6
27,0.04327619820833206,31.0,6
28,0.04190779849886894,31.0,6
29,0.09326709806919098,31.0,6
30,0.08980000019073486,31.0,6
31,0.11322300136089325,31.0,6
32,0.11204200237989426,31.0,6
33,0.2044139951467514,31.0,6
34,0.12427099794149399,31.0,6
35,0.18316499888896942,31.0,6
36,0.10569000244140625,31.0,6
37,0.10362499952316284,31.0,6
38,0.05392029881477356,31.0,6
39,0.15128099918365479,31.0,6
40,0.22965900599956512,31.0,6
41,0.21316400170326233,31.0,6
42,0.21704800426959991,31.0,5
43,0.34974199533462524,31.0,6
44,0.27802199125289917,31.0,5
45,0.21316400170326233,31.0,6
46,0.37293899059295654,31.0,6
47,0.255418986082077,31.0,5
48,0.4766719937324524,31.0,6
49,0.11323600262403488,31.0,5
50,0.3973830044269562,31.0,6
51,0.41832101345062256,31.0,5
52,0.19332900643348694,31.0,6
53,0.07837609946727753,31.0,5
54,0.07781829684972763,31.0,6
55,0.26924800872802734,31.0,5
56,0.1500069946050644,31.0,6
57,0.19077199697494507,31.0,5
58,0.3396030068397522,31.0,6
59,0.1927269995212555,31.0,5
60,0.7243180274963379,31.0,6
61,0.2236589938402176,31.0,6
62,0.07545769959688187,31.0,5
63,0.323078989982605,31.0,6
64,0.23826900124549866,31.0,5
65,0.09622620046138763,31.0,12
66,0.3098269999027252,31.0,11
67,0.07305130362510681,31.0,12
