,Voltage,WT,Segm
0,4.662779808044434,31.0,6
1,6.2753400802612305,31.0,6
2,4.938000202178955,31.0,5
3,9.882439613342285,31.0,5
4,6.938940048217773,31.0,1
5,4.692389965057373,31.0,1
6,4.940209865570068,31.0,1
7,9.925860404968262,31.0,1
8,24.3976993560791,31.0,17
9,23.13479995727539,31.0,17
10,24.121700286865234,31.0,17
11,23.679399490356445,31.0,17
12,10.704099655151367,31.0,1
13,4.816589832305908,31.0,1
14,7.118169784545898,31.0,1
15,5.144390106201172,31.0,1
16,8.184860229492188,31.0,1
17,4.942920207977295,31.0,1
18,8.184860229492188,31.0,1
19,9.846779823303223,31.0,1
20,5.338409900665283,31.0,1
21,9.567410469055176,31.0,6
22,5.3813700675964355,31.0,6
23,6.927999973297119,31.0,6
24,5.320590019226074,31.0,6
25,9.556050300598145,31.0,6
26,5.392950057983398,31.0,6
27,9.89542007446289,31.0,6
28,5.974120140075684,31.0,6
29,8.030929565429688,31.0,6
30,5.218570232391357,31.0,6
31,8.696390151977539,31.0,6
32,5.185309886932373,31.0,6
33,7.990349769592285,31.0,6
34,5.228260040283203,31.0,6
35,7.638659954071045,31.0,6
36,4.9837799072265625,31.0,6
37,8.242110252380371,31.0,6
38,4.930009841918945,31.0,6
39,7.638659954071045,31.0,6
40,10.18910026550293,31.0,6
41,9.537659645080566,31.0,6
42,9.151479721069336,31.0,5
43,9.189990043640137,31.0,6
44,9.217249870300293,31.0,5
45,9.537659645080566,31.0,6
46,8.827360153198242,31.0,6
47,9.330699920654297,31.0,5
48,8.876520156860352,31.0,6
49,9.906769752502441,31.0,5
50,10.159000396728516,31.0,6
51,9.186409950256348,31.0,5
52,9.926460266113281,31.0,6
53,10.857199668884277,31.0,5
54,9.855030059814453,31.0,6
55,10.272199630737305,31.0,5
56,9.821499824523926,31.0,6
57,11.371700286865234,31.0,5
58,11.297300338745117,31.0,6
59,11.062299728393555,31.0,5
60,10.933600425720215,31.0,6
61,12.021100044250488,31.0,6
62,11.203700065612793,31.0,5
63,11.963199615478516,31.0,6
64,11.387700080871582,31.0,5
65,12.616999626159668,31.0,12
66,12.724300384521484,31.0,11
67,13.391599655151367,31.0,12
68,13.392800331115723,31.0,12
69,13.005200386047363,31.0,11
70,13.329500198364258,31.0,12
71,13.515899658203125,31.0,11
72,13.21090030670166,31.0,12
73,14.806900024414062,31.0,11
74,14.493499755859375,31.0,12
75,15.364100456237793,31.0,11
76,15.107999801635742,31.0,12
77,14.66100025177002,31.0,11
78,15.107999801635742,31.0,12
79,16.187599182128906,31.0,11
80,17.118099212646484,31.0,12
81,17.216699600219727,31.0,11
82,16.28660011291504,31.0,12
83,17.118099212646484,31.0,12
84,17.212099075317383,31.0,11
85,17.21299934387207,31.0,12
86,18.59440040588379,31.0,11
87,16.946699142456055,31.0,12
88,17.77090072631836,31.0,12
89,17.84709930419922,31.0,11
90,17.77090072631836,31.0,12
91,17.7893009185791,31.0,11
92,17.56800079345703,31.0,16
93,18.010900497436523,31.0,16
94,18.725900650024414,31.0,16
95,18.575000762939453,31.0,16
96,18.52829933166504,31.0,16
97,18.93910026550293,31.0,16
98,18.128799438476562,31.0,16
99,18.209999084472656,31.0,16
100,18.186100006103516,31.0,16
101,18.190200805664062,31.0,16
102,20.04490089416504,31.0,16
103,18.375499725341797,31.0,16
104,18.30660057067871,31.0,16
105,20.04490089416504,31.0,16
106,21.53569984436035,31.0,16
107,22.996599197387695,31.0,17
108,24.47960090637207,31.0,17
109,22.934499740600586,31.0,17
110,22.996599197387695,31.0,17
111,24.194900512695312,31.0,17
112,23.333200454711914,31.0,17
113,24.74650001525879,31.0,17
114,23.55120086669922,31.0,17
115,24.20989990234375,31.0,17
116,24.32740020751953,31.0,17
117,23.103099822998047,31.0,17
118,26.716699600219727,31.0,17
119,25.931100845336914,31.0,17
120,23.312999725341797,31.0,17
121,25.777099609375,31.0,17
122,23.312999725341797,31.0,17
123,23.13479995727539,31.0,17
124,10.553899765014648,31.0,1
125,9.732959747314453,31.0,1
126,10.227399826049805,31.0,1
127,10.777099609375,31.0,1
128,9.732959747314453,31.0,1
129,10.35770034790039,31.0,1
130,10.66349983215332,31.0,1
131,10.281900405883789,31.0,1
132,11.074000358581543,31.0,1
133,11.58549976348877,31.0,1
134,12.757499694824219,31.0,1
135,11.548800468444824,31.0,1
136,11.421500205993652,31.0,1
137,11.617600440979004,31.0,1
138,10.947799682617188,31.0,1
139,11.466899871826172,31.0,1
140,11.24489974975586,31.0,1
141,11.238900184631348,31.0,1
142,13.527899742126465,31.0,1
143,13.607199668884277,31.0,1
144,12.769100189208984,31.0,1
145,12.600500106811523,31.0,1
146,12.960000038146973,31.0,1
147,12.648099899291992,31.0,7
148,13.22719955444336,31.0,7
149,14.974699974060059,31.0,7
150,14.735099792480469,31.0,7
151,15.765700340270996,31.0,7
152,14.983400344848633,31.0,7
153,13.814399719238281,31.0,7
154,15.765700340270996,31.0,7
155,15.523500442504883,31.0,7
156,15.030699729919434,31.0,7
157,16.00320053100586,31.0,7
158,15.47029972076416,31.0,7
159,15.030699729919434,31.0,7
160,16.802400588989258,31.0,7
161,16.677600860595703,31.0,7
162,17.58370018005371,31.0,7
163,15.40369987487793,31.0,7
164,16.369199752807617,31.0,7
165,16.97599983215332,31.0,7
166,16.698699951171875,31.0,7
167,17.00909996032715,31.0,7
168,17.90850067138672,31.0,7
169,18.364999771118164,31.0,7
170,18.161699295043945,31.0,7
171,18.265899658203125,31.0,7
172,18.161699295043945,31.0,7
173,17.660400390625,31.0,7
174,18.427499771118164,31.0,7
175,18.5718994140625,31.0,13
176,18.831499099731445,31.0,13
177,19.083099365234375,31.0,13
178,18.263500213623047,31.0,13
179,18.207000732421875,31.0,13
180,18.106599807739258,31.0,13
181,18.207000732421875,31.0,13
182,18.104900360107422,31.0,13
183,19.33769989013672,31.0,13
184,19.36319923400879,31.0,13
185,18.857999801635742,31.0,13
186,20.80430030822754,31.0,13
187,21.048799514770508,31.0,13
188,22.512699127197266,31.0,13
189,22.016300201416016,31.0,13
190,23.37150001525879,31.0,17
191,23.45240020751953,31.0,17
192,23.37150001525879,31.0,17
193,24.51490020751953,31.0,17
194,25.384000778198242,31.0,17
195,25.384000778198242,31.0,17
196,24.752599716186523,31.0,17
197,25.55620002746582,31.0,17
198,24.141300201416016,31.0,17
199,26.068700790405273,31.0,17
200,25.011600494384766,31.0,17
201,26.077199935913086,31.0,17
202,24.725500106811523,31.0,17
203,24.725500106811523,31.0,17
204,24.144500732421875,31.0,17
205,26.310699462890625,31.0,17
206,22.855199813842773,31.0,17
207,12.058300018310547,31.0,6
208,12.431300163269043,31.0,12
209,12.16469955444336,31.0,6
210,11.512800216674805,31.0,12
211,11.245800018310547,31.0,6
212,11.495200157165527,31.0,6
213,11.93529987335205,31.0,6
214,11.812299728393555,31.0,6
215,11.92490005493164,31.0,6
216,11.33549976348877,31.0,6
217,10.758199691772461,31.0,6
218,11.439299583435059,31.0,6
219,11.33549976348877,31.0,6
220,11.880599975585938,31.0,6
221,12.716500282287598,31.0,12
222,12.051600456237793,31.0,12
223,12.91349983215332,31.0,12
224,12.91349983215332,31.0,12
225,12.018400192260742,31.0,6
226,12.758500099182129,31.0,6
227,13.303500175476074,31.0,12
228,13.956100463867188,31.0,12
229,13.303500175476074,31.0,12
230,13.544599533081055,31.0,12
231,14.213600158691406,31.0,12
232,13.786800384521484,31.0,12
233,15.223600387573242,31.0,12
234,14.276800155639648,31.0,12
235,14.205300331115723,31.0,12
236,13.832599639892578,31.0,12
237,15.356900215148926,31.0,12
238,14.782999992370605,31.0,12
239,13.746199607849121,31.0,12
240,14.753100395202637,31.0,12
241,14.753100395202637,31.0,12
242,14.597299575805664,31.0,12
243,15.150699615478516,31.0,12
244,14.28339958190918,31.0,12
245,14.909299850463867,31.0,12
246,16.49679946899414,31.0,12
247,14.015399932861328,31.0,12
248,16.25309944152832,31.0,12
249,14.865900039672852,31.0,12
250,15.119000434875488,31.0,12
251,16.25790023803711,31.0,12
252,15.279600143432617,31.0,12
253,16.341400146484375,31.0,12
254,16.25309944152832,31.0,12
255,16.739200592041016,31.0,12
256,17.208599090576172,31.0,12
257,16.517499923706055,31.0,12
258,16.517499923706055,31.0,12
259,16.651599884033203,31.0,12
260,17.98240089416504,31.0,12
261,17.098600387573242,31.0,12
262,17.36680030822754,31.0,12
263,16.83169937133789,31.0,12
264,18.226900100708008,31.0,12
265,17.43560028076172,31.0,12
266,17.92340087890625,31.0,12
267,17.344600677490234,31.0,12
268,18.123699188232422,31.0,12
269,17.654399871826172,31.0,12
270,18.118600845336914,31.0,12
271,17.79159927368164,31.0,12
272,17.831199645996094,31.0,12
273,18.278499603271484,31.0,12
274,17.986400604248047,31.0,12
275,18.307300567626953,31.0,13
276,18.038999557495117,31.0,13
277,17.89299964904785,31.0,16
278,18.038999557495117,31.0,16
279,18.003799438476562,31.0,13
280,17.90850067138672,31.0,16
281,17.90850067138672,31.0,16
282,18.428699493408203,31.0,16
283,17.989200592041016,31.0,16
284,18.154199600219727,31.0,13
285,18.090299606323242,31.0,16
286,18.090299606323242,31.0,16
287,17.981300354003906,31.0,16
288,18.090299606323242,31.0,16
289,18.246000289916992,31.0,16
290,18.136699676513672,31.0,13
291,18.354299545288086,31.0,16
292,18.77280044555664,31.0,13
293,18.201799392700195,31.0,13
294,20.368900299072266,31.0,16
295,20.00429916381836,31.0,16
296,20.577199935913086,31.0,13
297,18.628400802612305,31.0,13
298,20.368900299072266,31.0,16
299,22.93950080871582,31.0,17
300,22.93950080871582,31.0,17
301,10.756999969482422,31.0,1
302,12.406800270080566,31.0,1
303,9.566960334777832,31.0,1
304,10.690500259399414,31.0,1
305,11.477399826049805,31.0,1
306,10.84630012512207,31.0,1
307,10.771400451660156,31.0,1
308,10.84630012512207,31.0,1
309,10.602700233459473,31.0,1
310,10.610899925231934,31.0,6
311,10.723899841308594,31.0,6
312,9.353119850158691,31.0,6
313,9.806889533996582,31.0,6
314,10.480400085449219,31.0,6
315,10.195799827575684,31.0,6
316,10.107199668884277,31.0,6
317,9.381389617919922,31.0,6
318,25.084800720214844,31.0,17
319,22.530000686645508,31.0,17
320,22.93950080871582,31.0,17
321,23.006799697875977,31.0,17
322,23.64550018310547,31.0,17
323,24.894100189208984,31.0,17
324,25.330900192260742,31.0,17
325,10.303400039672852,31.0,1
326,10.85260009765625,31.0,6
327,12.335700035095215,31.0,6
328,10.052200317382812,31.0,6
329,12.628399848937988,31.0,1
330,12.955699920654297,31.0,1
331,10.813899993896484,31.0,1
332,9.293760299682617,31.0,6
333,10.478699684143066,31.0,6
334,10.746700286865234,31.0,6
335,10.270500183105469,31.0,6
336,10.864500045776367,31.0,6
337,10.293299674987793,31.0,6
338,8.822699546813965,31.0,6
339,24.852699279785156,31.0,17
340,26.961599349975586,31.0,17
341,25.904800415039062,31.0,17
342,25.348600387573242,31.0,17
343,25.66029930114746,31.0,17
344,25.904800415039062,31.0,17
345,10.198800086975098,31.0,1
346,9.874139785766602,31.0,1
347,10.99209976196289,31.0,1
348,10.861200332641602,31.0,1
349,10.141200065612793,31.0,1
350,9.951939582824707,31.0,6
351,9.396639823913574,31.0,6
352,9.739950180053711,31.0,6
353,9.396639823913574,31.0,6
354,9.649530410766602,31.0,6
355,26.013099670410156,31.0,17
356,24.79509925842285,31.0,17
357,25.891000747680664,31.0,17
358,24.783199310302734,31.0,17
359,24.783199310302734,31.0,17
360,25.07670021057129,31.0,17
361,24.93400001525879,31.0,17
362,25.30109977722168,31.0,17
363,24.315799713134766,31.0,17
364,9.926859855651855,31.0,1
365,9.942190170288086,31.0,1
366,10.861499786376953,31.0,1
367,9.10023021697998,31.0,6
368,9.229840278625488,31.0,6
369,9.639639854431152,31.0,6
370,24.144500732421875,31.0,17
371,24.93400001525879,31.0,17
372,26.716699600219727,31.0,17
373,23.429100036621094,31.0,17
374,10.704099655151367,31.0,1
375,9.000720024108887,31.0,6
376,10.486800193786621,31.0,1
377,10.455400466918945,31.0,1
378,9.478710174560547,31.0,6
379,9.578709602355957,31.0,6
380,11.053500175476074,31.0,6
381,11.501500129699707,31.0,6
382,11.102399826049805,31.0,6
383,10.699399948120117,31.0,6
384,11.005900382995605,31.0,6
385,9.851320266723633,31.0,6
386,9.829569816589355,31.0,6
387,9.911840438842773,31.0,6
388,9.804360389709473,31.0,6
389,10.204500198364258,31.0,6
390,9.344840049743652,31.0,6
391,10.204500198364258,31.0,6
392,10.773200035095215,31.0,6
393,11.987799644470215,31.0,6
394,9.825079917907715,31.0,6
395,12.071599960327148,31.0,6
396,10.24120044708252,31.0,6
397,11.94950008392334,31.0,1
398,13.352399826049805,31.0,12
399,12.057499885559082,31.0,7
400,12.027000427246094,31.0,1
401,12.027400016784668,31.0,6
402,12.306699752807617,31.0,1
403,12.53219985961914,31.0,6
404,12.675000190734863,31.0,6
405,11.885600090026855,31.0,6
406,11.662400245666504,31.0,1
407,13.371899604797363,31.0,7
408,12.057499885559082,31.0,1
409,12.15250015258789,31.0,7
410,12.142499923706055,31.0,1
411,13.36929988861084,31.0,1
412,13.390800476074219,31.0,7
413,13.313400268554688,31.0,7
414,12.20989990234375,31.0,12
415,13.270700454711914,31.0,12
416,13.54640007019043,31.0,12
417,14.068300247192383,31.0,12
418,12.645899772644043,31.0,12
419,14.259699821472168,31.0,12
420,14.297900199890137,31.0,12
421,12.20989990234375,31.0,6
422,13.100700378417969,31.0,12
423,13.214400291442871,31.0,7
424,12.280099868774414,31.0,7
425,12.15250015258789,31.0,7
426,14.553500175476074,31.0,7
427,13.632399559020996,31.0,7
428,15.574199676513672,31.0,12
429,14.750100135803223,31.0,12
430,14.620699882507324,31.0,12
431,13.356800079345703,31.0,12
432,14.421099662780762,31.0,12
433,14.155500411987305,31.0,12
434,12.280099868774414,31.0,12
435,14.387399673461914,31.0,7
436,12.9822998046875,31.0,12
437,12.974699974060059,31.0,7
438,15.938199996948242,31.0,7
439,16.382099151611328,31.0,12
440,15.171299934387207,31.0,7
441,15.711099624633789,31.0,7
442,15.637299537658691,31.0,12
443,14.717100143432617,31.0,12
444,15.711099624633789,31.0,7
445,14.012700080871582,31.0,7
446,14.199899673461914,31.0,7
447,13.627099990844727,31.0,7
448,14.294699668884277,31.0,12
449,15.503700256347656,31.0,12
450,13.949399948120117,31.0,12
451,14.254599571228027,31.0,12
452,14.28339958190918,31.0,12
453,15.938199996948242,31.0,7
454,16.564699172973633,31.0,7
455,16.216100692749023,31.0,7
456,14.849800109863281,31.0,7
457,14.958700180053711,31.0,7
458,13.865099906921387,31.0,7
459,14.56149959564209,31.0,7
460,14.56149959564209,31.0,7
461,14.389800071716309,31.0,7
462,15.929100036621094,31.0,12
463,15.765899658203125,31.0,12
464,15.322099685668945,31.0,12
465,15.574199676513672,31.0,12
466,16.236299514770508,31.0,12
467,16.230600357055664,31.0,12
468,16.230600357055664,31.0,12
469,16.361799240112305,31.0,12
470,15.981399536132812,31.0,7
471,17.582500457763672,31.0,7
472,15.255000114440918,31.0,12
473,10.513699531555176,31.0,1
474,11.275099754333496,31.0,1
475,11.736499786376953,31.0,1
476,13.09529972076416,31.0,1
477,11.736499786376953,31.0,1
478,17.15019989013672,31.0,12
479,16.652000427246094,31.0,12
480,16.322099685668945,31.0,12
481,16.308300018310547,31.0,12
482,16.50979995727539,31.0,12
483,16.650100708007812,31.0,12
484,17.160999298095703,31.0,12
485,17.36680030822754,31.0,12
486,17.338899612426758,31.0,7
487,16.87310028076172,31.0,7
488,17.24530029296875,31.0,7
489,16.204299926757812,31.0,7
490,16.888200759887695,31.0,7
491,10.96399974822998,31.0,1
492,10.842599868774414,31.0,1
493,11.774800300598145,31.0,1
494,10.847700119018555,31.0,1
495,11.774800300598145,31.0,1
496,17.638700485229492,31.0,12
497,17.564800262451172,31.0,7
498,17.854000091552734,31.0,7
499,17.854000091552734,31.0,7
500,18.763999938964844,31.0,7
501,17.918399810791016,31.0,7
502,18.42799949645996,31.0,7
503,17.621000289916992,31.0,12
504,18.38680076599121,31.0,12
505,17.681100845336914,31.0,12
506,17.36240005493164,31.0,12
507,17.15019989013672,31.0,12
508,17.915000915527344,31.0,7
509,17.915000915527344,31.0,7
510,17.58340072631836,31.0,12
511,18.066699981689453,31.0,7
512,17.75659942626953,31.0,7
513,17.65730094909668,31.0,12
514,17.364200592041016,31.0,12
515,18.265399932861328,31.0,12
516,18.175600051879883,31.0,12
517,18.565900802612305,31.0,7
518,18.028600692749023,31.0,13
519,18.280000686645508,31.0,13
520,18.877599716186523,31.0,7
521,18.937000274658203,31.0,12
