,Voltage,WT,Segm
0,2.1105799674987793,31.0,6
1,2.349679946899414,31.0,6
2,2.121570110321045,31.0,5
3,2.551539897918701,31.0,5
4,2.244379997253418,31.0,1
5,1.9559199810028076,31.0,1
6,1.896589994430542,31.0,1
7,2.3610999584198,31.0,1
8,3.2712900638580322,31.0,17
9,3.312659978866577,31.0,17
10,3.1886799335479736,31.0,17
11,3.23580002784729,31.0,17
12,2.516400098800659,31.0,1
13,2.0085299015045166,31.0,1
14,2.36040997505188,31.0,1
15,2.0497701168060303,31.0,1
16,2.4424901008605957,31.0,1
17,2.0676798820495605,31.0,1
18,2.4424901008605957,31.0,1
19,2.5823800563812256,31.0,1
20,2.086560010910034,31.0,1
21,2.5831799507141113,31.0,6
22,2.0902199745178223,31.0,6
23,2.4335498809814453,31.0,6
24,2.0802900791168213,31.0,6
25,2.519929885864258,31.0,6
26,2.06469988822937,31.0,6
27,2.5050599575042725,31.0,6
28,2.0445899963378906,31.0,6
29,2.3353099822998047,31.0,6
30,2.037909984588623,31.0,6
31,2.4658000469207764,31.0,6
32,2.045330047607422,31.0,6
33,2.2804300785064697,31.0,6
34,2.064470052719116,31.0,6
35,2.4104700088500977,31.0,6
36,2.086699962615967,31.0,6
37,2.3744499683380127,31.0,6
38,2.0965099334716797,31.0,6
39,2.4104700088500977,31.0,6
40,2.5647099018096924,31.0,6
41,2.7998900413513184,31.0,6
42,3.074820041656494,31.0,5
43,3.362499952316284,31.0,6
44,3.64028000831604,31.0,5
45,2.7998900413513184,31.0,6
46,3.8700199127197266,31.0,6
47,4.191649913787842,31.0,5
48,4.482960224151611,31.0,6
49,4.727489948272705,31.0,5
50,4.875979900360107,31.0,6
51,5.1861701011657715,31.0,5
52,5.355050086975098,31.0,6
53,5.6445698738098145,31.0,5
54,6.055429935455322,31.0,6
55,6.080190181732178,31.0,5
56,5.767059803009033,31.0,6
57,6.464489936828613,31.0,5
58,6.657949924468994,31.0,6
59,6.840429782867432,31.0,5
60,6.611969947814941,31.0,6
61,6.959499835968018,31.0,6
62,7.177559852600098,31.0,5
63,7.31781005859375,31.0,6
64,7.4923200607299805,31.0,5
65,7.923029899597168,31.0,12
66,7.7978901863098145,31.0,11
67,7.602039813995361,31.0,12
68,8.073820114135742,31.0,12
69,8.080619812011719,31.0,11
70,8.192429542541504,31.0,12
71,8.3474702835083,31.0,11
72,8.491109848022461,31.0,12
73,8.591609954833984,31.0,11
74,8.723649978637695,31.0,12
75,8.780670166015625,31.0,11
76,8.899800300598145,31.0,12
77,8.888790130615234,31.0,11
78,8.899800300598145,31.0,12
79,8.926690101623535,31.0,11
80,8.778739929199219,31.0,12
81,8.852800369262695,31.0,11
82,8.884010314941406,31.0,12
83,8.778739929199219,31.0,12
84,8.71819019317627,31.0,11
85,8.378959655761719,31.0,12
86,8.535019874572754,31.0,11
87,8.594300270080566,31.0,12
88,8.095439910888672,31.0,12
89,8.290390014648438,31.0,11
90,8.095439910888672,31.0,12
91,8.03738021850586,31.0,11
92,7.886630058288574,31.0,16
93,7.784689903259277,31.0,16
94,7.630169868469238,31.0,16
95,7.513850212097168,31.0,16
96,7.378610134124756,31.0,16
97,7.240789890289307,31.0,16
98,7.127689838409424,31.0,16
99,6.91303014755249,31.0,16
100,6.690499782562256,31.0,16
101,6.5707502365112305,31.0,16
102,6.113180160522461,31.0,16
103,6.31033992767334,31.0,16
104,6.4367899894714355,31.0,16
105,6.113180160522461,31.0,16
106,5.963479995727539,31.0,16
107,5.37706995010376,31.0,17
108,5.622439861297607,31.0,17
109,5.790050029754639,31.0,17
110,5.37706995010376,31.0,17
111,5.244760036468506,31.0,17
112,4.96737003326416,31.0,17
113,4.882880210876465,31.0,17
114,4.628330230712891,31.0,17
115,4.508580207824707,31.0,17
116,4.138669967651367,31.0,17
117,4.113160133361816,31.0,17
118,3.8743600845336914,31.0,17
119,3.774009943008423,31.0,17
120,3.548719882965088,31.0,17
121,3.458250045776367,31.0,17
122,3.548719882965088,31.0,17
123,3.312659978866577,31.0,17
124,2.8282899856567383,31.0,1
125,2.6709799766540527,31.0,1
126,3.265810012817383,31.0,1
127,3.1328799724578857,31.0,1
128,2.6709799766540527,31.0,1
129,3.7131600379943848,31.0,1
130,3.5275399684906006,31.0,1
131,4.140260219573975,31.0,1
132,4.073780059814453,31.0,1
133,4.5660200119018555,31.0,1
134,4.381849765777588,31.0,1
135,4.913909912109375,31.0,1
136,4.780940055847168,31.0,1
137,5.274429798126221,31.0,1
138,5.138269901275635,31.0,1
139,5.483960151672363,31.0,1
140,5.572889804840088,31.0,1
141,5.927370071411133,31.0,1
142,5.849740028381348,31.0,1
143,6.187320232391357,31.0,1
144,6.113420009613037,31.0,1
145,6.40625,31.0,1
146,6.307089805603027,31.0,1
147,6.491569995880127,31.0,7
148,6.47691011428833,31.0,7
149,6.794129848480225,31.0,7
150,6.665050029754639,31.0,7
151,7.00931978225708,31.0,7
152,6.832769870758057,31.0,7
153,6.9262800216674805,31.0,7
154,7.00931978225708,31.0,7
155,6.9521098136901855,31.0,7
156,7.209630012512207,31.0,7
157,7.051310062408447,31.0,7
158,7.144350051879883,31.0,7
159,7.209630012512207,31.0,7
160,7.130119800567627,31.0,7
161,7.323939800262451,31.0,7
162,7.182950019836426,31.0,7
163,7.2404398918151855,31.0,7
164,7.300519943237305,31.0,7
165,7.2017998695373535,31.0,7
166,7.291629791259766,31.0,7
167,7.179749965667725,31.0,7
168,7.264920234680176,31.0,7
169,7.154319763183594,31.0,7
170,7.203619956970215,31.0,7
171,7.071859836578369,31.0,7
172,7.203619956970215,31.0,7
173,7.104790210723877,31.0,7
174,6.95451021194458,31.0,7
175,6.803289890289307,31.0,13
176,7.06328010559082,31.0,13
177,6.626739978790283,31.0,13
178,6.833930015563965,31.0,13
179,6.553969860076904,31.0,13
180,6.3945698738098145,31.0,13
181,6.553969860076904,31.0,13
182,6.140620231628418,31.0,13
183,6.369699954986572,31.0,13
184,5.888780117034912,31.0,13
185,6.137360095977783,31.0,13
186,5.575300216674805,31.0,13
187,5.74137020111084,31.0,13
188,5.2274699211120605,31.0,13
189,5.486489772796631,31.0,13
190,5.0014801025390625,31.0,17
191,4.889019966125488,31.0,17
192,5.0014801025390625,31.0,17
193,4.605249881744385,31.0,17
194,4.486080169677734,31.0,17
195,4.486080169677734,31.0,17
196,4.247560024261475,31.0,17
197,3.998270034790039,31.0,17
198,4.244269847869873,31.0,17
